Postcode,Datum,Soort
7604,15-05-2023,Woninginbraak
7604,10-05-2023,Woninginbraak
7605,29-06-2023,Woninginbraak
7605,28-05-2023,Poging tot woninginbraak
7605,03-05-2023,Woninginbraak
7606,29-06-2023,Woninginbraak
7606,04-06-2023,Woninginbraak
7606,08-05-2023,Woninginbraak
7606,22-04-2023,Woninginbraak
7607,14-05-2023,Woninginbraak
7608,22-04-2023,Woninginbraak
7609,24-06-2023,Woninginbraak
7609,30-05-2023,Woninginbraak
7609,11-05-2023,Poging tot woninginbraak
7621,05-07-2023,Woninginbraak
7621,29-06-2023,Woninginbraak
7621,21-05-2023,Woninginbraak
7621,12-05-2023,Woninginbraak
7622,20-05-2023,Woninginbraak
7623,22-06-2023,Poging tot woninginbraak
7623,30-04-2023,Poging tot woninginbraak
7623,25-04-2023,Woninginbraak
7627,28-05-2023,Woninginbraak
7641,15-05-2023,Woninginbraak
7645,01-07-2023,Woninginbraak
7651,16-07-2023,Woninginbraak
7701,01-07-2023,Poging tot woninginbraak
7721,20-05-2023,Woninginbraak
7722,24-06-2023,Woninginbraak
7722,27-04-2023,Woninginbraak
7731,26-05-2023,Woninginbraak
7741,17-07-2023,Woninginbraak
7741,11-07-2023,Woninginbraak
7741,18-06-2023,Poging tot woninginbraak
7741,18-06-2023,Woninginbraak
7741,30-05-2023,Poging tot woninginbraak
7741,27-04-2023,Woninginbraak
7742,19-07-2023,Poging tot woninginbraak
7742,22-06-2023,Woninginbraak
7751,18-05-2023,Woninginbraak
7753,12-07-2023,Woninginbraak
7771,14-07-2023,Woninginbraak
7772,12-07-2023,Woninginbraak
7772,25-06-2023,Woninginbraak
7772,19-06-2023,Woninginbraak
7772,22-05-2023,Woninginbraak
7772,20-05-2023,Woninginbraak
7773,26-06-2023,Woninginbraak
7775,07-07-2023,Poging tot woninginbraak
7775,01-05-2023,Woninginbraak
7783,15-05-2023,Woninginbraak
7812,01-07-2023,Woninginbraak
7812,15-06-2023,Woninginbraak
7822,09-06-2023,Woninginbraak
7823,21-05-2023,Woninginbraak
7824,30-05-2023,Woninginbraak
7828,02-06-2023,Woninginbraak
7831,20-04-2023,Poging tot woninginbraak
7833,27-04-2023,Woninginbraak
7843,24-05-2023,Woninginbraak
7844,30-05-2023,Poging tot woninginbraak
7844,25-04-2023,Woninginbraak
7854,11-05-2023,Woninginbraak
7854,30-04-2023,Poging tot woninginbraak
7854,24-04-2023,Woninginbraak
7877,30-04-2023,Woninginbraak
7881,19-07-2023,Woninginbraak
7881,01-06-2023,Woninginbraak
7881,08-05-2023,Woninginbraak
7891,10-07-2023,Woninginbraak
7891,23-06-2023,Woninginbraak
7891,24-05-2023,Woninginbraak
7891,11-05-2023,Woninginbraak
7901,04-06-2023,Woninginbraak
7901,22-05-2023,Poging tot woninginbraak
7902,23-06-2023,Woninginbraak
7904,08-05-2023,Woninginbraak
7904,27-04-2023,Woninginbraak
7905,05-07-2023,Woninginbraak
7906,19-07-2023,Woninginbraak
7906,26-06-2023,Poging tot woninginbraak
7906,18-06-2023,Woninginbraak
7906,27-04-2023,Woninginbraak
7907,26-06-2023,Woninginbraak
7907,20-06-2023,Woninginbraak
7907,06-06-2023,Woninginbraak
7909,22-05-2023,Poging tot woninginbraak
7913,04-07-2023,Woninginbraak
7913,02-07-2023,Woninginbraak
7921,09-07-2023,Woninginbraak
7921,10-06-2023,Woninginbraak
7921,24-04-2023,Woninginbraak
7926,17-06-2023,Woninginbraak
7935,30-05-2023,Woninginbraak
7942,01-05-2023,Woninginbraak
7943,16-06-2023,Poging tot woninginbraak
7943,30-05-2023,Woninginbraak
7944,24-06-2023,Woninginbraak
7951,12-06-2023,Woninginbraak
7951,14-05-2023,Woninginbraak
7958,27-05-2023,Woninginbraak
7963,24-05-2023,Poging tot woninginbraak
7991,11-06-2023,Woninginbraak
8011,14-07-2023,Woninginbraak
8011,05-07-2023,Woninginbraak
8011,16-06-2023,Poging tot woninginbraak
8011,08-06-2023,Woninginbraak
8011,27-05-2023,Woninginbraak
8011,14-05-2023,Poging tot woninginbraak
8011,28-04-2023,Woninginbraak
8012,25-04-2023,Poging tot woninginbraak
8021,30-05-2023,Woninginbraak
8021,08-05-2023,Poging tot woninginbraak
8022,30-06-2023,Woninginbraak
8022,25-06-2023,Woninginbraak
8022,18-06-2023,Woninginbraak
8022,12-06-2023,Woninginbraak
8022,08-06-2023,Woninginbraak
8024,09-06-2023,Woninginbraak
8025,21-05-2023,Woninginbraak
8025,10-05-2023,Woninginbraak
8032,06-06-2023,Woninginbraak
8033,24-05-2023,Woninginbraak
8043,13-06-2023,Woninginbraak
8043,25-05-2023,Woninginbraak
8071,24-04-2023,Woninginbraak
8072,17-06-2023,Woninginbraak
8072,18-05-2023,Woninginbraak
8072,18-05-2023,Woninginbraak
8072,10-05-2023,Woninginbraak
8076,02-06-2023,Woninginbraak
8077,24-06-2023,Woninginbraak
8084,05-06-2023,Woninginbraak
8084,03-06-2023,Woninginbraak
8091,06-07-2023,Poging tot woninginbraak
8091,11-06-2023,Poging tot woninginbraak
8091,31-05-2023,Woninginbraak
8091,15-05-2023,Woninginbraak
8101,30-06-2023,Poging tot woninginbraak
8102,14-05-2023,Woninginbraak
8103,15-05-2023,Woninginbraak
8111,15-05-2023,Woninginbraak
8111,01-05-2023,Woninginbraak
8112,02-05-2023,Woninginbraak
8161,02-07-2023,Woninginbraak
8161,19-05-2023,Woninginbraak
8161,18-05-2023,Woninginbraak
8162,13-06-2023,Woninginbraak
8162,28-05-2023,Woninginbraak
8162,13-05-2023,Woninginbraak
8162,21-04-2023,Woninginbraak
8181,20-06-2023,Woninginbraak
8181,09-06-2023,Woninginbraak
8211,24-04-2023,Woninginbraak
8212,23-05-2023,Woninginbraak
8212,13-05-2023,Poging tot woninginbraak
8223,16-06-2023,Poging tot woninginbraak
8223,02-06-2023,Poging tot woninginbraak
8223,26-04-2023,Woninginbraak
8223,25-04-2023,Woninginbraak
8224,07-07-2023,Woninginbraak
8224,17-06-2023,Woninginbraak
8224,05-05-2023,Poging tot woninginbraak
8225,14-06-2023,Poging tot woninginbraak
8225,19-05-2023,Poging tot woninginbraak
8225,07-05-2023,Woninginbraak
8226,17-07-2023,Woninginbraak
8231,01-07-2023,Poging tot woninginbraak
8231,18-06-2023,Poging tot woninginbraak
8231,14-06-2023,Woninginbraak
8232,05-07-2023,Poging tot woninginbraak
8232,03-07-2023,Poging tot woninginbraak
8232,02-05-2023,Poging tot woninginbraak
8242,08-05-2023,Woninginbraak
8242,29-04-2023,Poging tot woninginbraak
8243,05-05-2023,Poging tot woninginbraak
8245,17-05-2023,Poging tot woninginbraak
8245,01-05-2023,Poging tot woninginbraak
8245,01-05-2023,Woninginbraak
8245,29-04-2023,Poging tot woninginbraak
8252,19-06-2023,Poging tot woninginbraak
8256,17-07-2023,Woninginbraak
8256,18-05-2023,Woninginbraak
8261,05-05-2023,Poging tot woninginbraak
8261,27-04-2023,Poging tot woninginbraak
8262,23-04-2023,Woninginbraak
8265,24-06-2023,Woninginbraak
8265,20-06-2023,Woninginbraak
8265,09-06-2023,Woninginbraak
8265,01-06-2023,Woninginbraak
8265,27-04-2023,Woninginbraak
8271,06-06-2023,Woninginbraak
8271,27-05-2023,Woninginbraak
8281,22-05-2023,Woninginbraak
8281,18-05-2023,Woninginbraak
8302,30-04-2023,Woninginbraak
8303,05-06-2023,Poging tot woninginbraak
8303,01-05-2023,Poging tot woninginbraak
8303,21-04-2023,Woninginbraak
8308,11-07-2023,Woninginbraak
8315,14-06-2023,Poging tot woninginbraak
8316,21-06-2023,Woninginbraak
8317,19-06-2023,Woninginbraak
8317,18-05-2023,Woninginbraak
8321,12-06-2023,Woninginbraak
8331,11-06-2023,Poging tot woninginbraak
8331,09-06-2023,Woninginbraak
8331,09-06-2023,Woninginbraak
8332,10-05-2023,Poging tot woninginbraak
8332,10-05-2023,Woninginbraak
8338,17-06-2023,Woninginbraak
8375,04-05-2023,Poging tot woninginbraak
8381,10-05-2023,Woninginbraak
8401,21-04-2023,Woninginbraak
8408,12-07-2023,Woninginbraak
8411,29-04-2023,Poging tot woninginbraak
8426,13-07-2023,Woninginbraak
8426,29-05-2023,Woninginbraak
8442,14-07-2023,Poging tot woninginbraak
8442,13-07-2023,Woninginbraak
8442,28-06-2023,Woninginbraak
8442,19-05-2023,Poging tot woninginbraak
8442,25-04-2023,Woninginbraak
8442,24-04-2023,Woninginbraak
8443,19-05-2023,Poging tot woninginbraak
8446,01-05-2023,Woninginbraak
8451,15-07-2023,Woninginbraak
8471,05-06-2023,Woninginbraak
8471,20-05-2023,Woninginbraak
8471,06-05-2023,Poging tot woninginbraak
8491,03-07-2023,Woninginbraak
8501,29-06-2023,Woninginbraak
8502,02-05-2023,Woninginbraak
8512,20-06-2023,Woninginbraak
8521,21-06-2023,Woninginbraak
8531,16-07-2023,Poging tot woninginbraak
8561,28-06-2023,Woninginbraak
8602,28-05-2023,Woninginbraak
8602,20-05-2023,Woninginbraak
8602,15-05-2023,Woninginbraak
8603,25-05-2023,Woninginbraak
8603,23-05-2023,Poging tot woninginbraak
8603,15-05-2023,Poging tot woninginbraak
8604,15-05-2023,Poging tot woninginbraak
8604,15-05-2023,Woninginbraak
8605,16-06-2023,Woninginbraak
8605,22-04-2023,Woninginbraak
8606,16-07-2023,Woninginbraak
8606,02-06-2023,Woninginbraak
8607,17-07-2023,Woninginbraak
8607,17-07-2023,Woninginbraak
8607,16-07-2023,Woninginbraak
8607,15-07-2023,Woninginbraak
8621,19-06-2023,Woninginbraak
8637,27-05-2023,Poging tot woninginbraak
8651,17-07-2023,Woninginbraak
8651,14-07-2023,Woninginbraak
8651,12-07-2023,Woninginbraak
8651,12-07-2023,Woninginbraak
8651,15-05-2023,Poging tot woninginbraak
8651,07-05-2023,Woninginbraak
8651,06-05-2023,Poging tot woninginbraak
8651,06-05-2023,Woninginbraak
8651,05-05-2023,Woninginbraak
8651,05-05-2023,Woninginbraak
8701,11-07-2023,Woninginbraak
8701,06-06-2023,Woninginbraak
8701,06-06-2023,Woninginbraak
8701,24-04-2023,Woninginbraak
8711,28-05-2023,Woninginbraak
8802,23-05-2023,Woninginbraak
8802,18-05-2023,Poging tot woninginbraak
8802,18-05-2023,Woninginbraak
8861,05-07-2023,Woninginbraak
8861,24-06-2023,Woninginbraak
8911,08-07-2023,Woninginbraak
8911,30-06-2023,Woninginbraak
8911,20-06-2023,Woninginbraak
8911,20-06-2023,Woninginbraak
8911,19-06-2023,Woninginbraak
8911,17-06-2023,Woninginbraak
8911,17-06-2023,Woninginbraak
8911,16-06-2023,Woninginbraak
8911,11-06-2023,Poging tot woninginbraak
8911,11-06-2023,Poging tot woninginbraak
8911,11-06-2023,Woninginbraak
8911,11-06-2023,Woninginbraak
8911,11-06-2023,Woninginbraak
8911,11-06-2023,Woninginbraak
8911,11-06-2023,Woninginbraak
8914,02-06-2023,Woninginbraak
8914,08-05-2023,Woninginbraak
8915,21-05-2023,Poging tot woninginbraak
8915,13-05-2023,Woninginbraak
8916,29-04-2023,Woninginbraak
8916,20-04-2023,Woninginbraak
8917,07-05-2023,Woninginbraak
8918,24-05-2023,Poging tot woninginbraak
8919,19-07-2023,Poging tot woninginbraak
8919,04-07-2023,Woninginbraak
8919,11-05-2023,Woninginbraak
8919,07-05-2023,Woninginbraak
8921,07-07-2023,Poging tot woninginbraak
8921,14-06-2023,Woninginbraak
8921,05-06-2023,Poging tot woninginbraak
8921,03-06-2023,Woninginbraak
8921,02-06-2023,Woninginbraak
8921,14-05-2023,Poging tot woninginbraak
8921,08-05-2023,Woninginbraak
8921,03-05-2023,Woninginbraak
8921,27-04-2023,Woninginbraak
8922,10-05-2023,Woninginbraak
8923,23-06-2023,Woninginbraak
8923,03-06-2023,Woninginbraak
8923,21-05-2023,Woninginbraak
8923,18-05-2023,Woninginbraak
8923,18-05-2023,Woninginbraak
8923,03-05-2023,Woninginbraak
8924,26-06-2023,Woninginbraak
8924,08-05-2023,Poging tot woninginbraak
8924,08-05-2023,Woninginbraak
8925,10-05-2023,Poging tot woninginbraak
8926,10-07-2023,Woninginbraak
8926,02-07-2023,Woninginbraak
8926,02-07-2023,Woninginbraak
8926,02-07-2023,Woninginbraak
8926,14-05-2023,Woninginbraak
8931,09-06-2023,Poging tot woninginbraak
8931,22-05-2023,Woninginbraak
8932,07-06-2023,Poging tot woninginbraak
8932,04-06-2023,Woninginbraak
8932,16-05-2023,Woninginbraak
8932,28-04-2023,Poging tot woninginbraak
8933,22-06-2023,Woninginbraak
8933,20-06-2023,Poging tot woninginbraak
8935,13-07-2023,Poging tot woninginbraak
8935,24-05-2023,Poging tot woninginbraak
9034,23-06-2023,Woninginbraak
9035,05-07-2023,Woninginbraak
9057,02-05-2023,Woninginbraak
9061,21-06-2023,Woninginbraak
9061,09-06-2023,Woninginbraak
9061,29-05-2023,Woninginbraak
9062,09-07-2023,Woninginbraak
9063,10-06-2023,Woninginbraak
9067,13-06-2023,Woninginbraak
9076,25-05-2023,Woninginbraak
9083,01-05-2023,Woninginbraak
9084,23-04-2023,Woninginbraak
9088,09-06-2023,Woninginbraak
9101,27-06-2023,Woninginbraak
9104,21-05-2023,Woninginbraak
9112,17-06-2023,Woninginbraak
9171,21-06-2023,Woninginbraak
9172,22-06-2023,Woninginbraak
9178,23-05-2023,Woninginbraak
9178,21-04-2023,Woninginbraak
9178,21-04-2023,Woninginbraak
9203,03-06-2023,Woninginbraak
9203,12-05-2023,Woninginbraak
9207,14-07-2023,Woninginbraak
9231,22-04-2023,Poging tot woninginbraak
9241,13-07-2023,Woninginbraak
9241,01-06-2023,Woninginbraak
9247,10-07-2023,Woninginbraak
9248,11-05-2023,Woninginbraak
9251,11-05-2023,Woninginbraak
9254,30-05-2023,Woninginbraak
9255,01-07-2023,Woninginbraak
9255,15-06-2023,Woninginbraak
9255,08-06-2023,Woninginbraak
9256,01-06-2023,Woninginbraak
9257,09-07-2023,Poging tot woninginbraak
9262,09-06-2023,Woninginbraak
9269,19-07-2023,Woninginbraak
9269,13-06-2023,Poging tot woninginbraak
9269,07-05-2023,Woninginbraak
9271,22-04-2023,Woninginbraak
9285,09-07-2023,Poging tot woninginbraak
9285,21-05-2023,Woninginbraak
9285,21-05-2023,Woninginbraak
9301,03-06-2023,Woninginbraak
9301,22-05-2023,Woninginbraak
9301,06-05-2023,Poging tot woninginbraak
9301,21-04-2023,Woninginbraak
9301,21-04-2023,Woninginbraak
9302,11-07-2023,Woninginbraak
9302,19-06-2023,Poging tot woninginbraak
9311,08-06-2023,Woninginbraak
9351,16-06-2023,Woninginbraak
9351,03-05-2023,Woninginbraak
9351,21-04-2023,Woninginbraak
9354,10-07-2023,Woninginbraak
9354,04-05-2023,Woninginbraak
9354,03-05-2023,Woninginbraak
9356,27-05-2023,Woninginbraak
9363,24-06-2023,Poging tot woninginbraak
9363,20-05-2023,Woninginbraak
9401,11-06-2023,Woninginbraak
9402,10-07-2023,Woninginbraak
9403,18-07-2023,Poging tot woninginbraak
9404,02-07-2023,Woninginbraak
9405,03-07-2023,Woninginbraak
9405,09-05-2023,Poging tot woninginbraak
9406,01-07-2023,Woninginbraak
9406,29-06-2023,Woninginbraak
9406,29-06-2023,Woninginbraak
9406,19-06-2023,Poging tot woninginbraak
9406,29-05-2023,Poging tot woninginbraak
9408,14-05-2023,Poging tot woninginbraak
9411,08-07-2023,Woninginbraak
9411,20-06-2023,Woninginbraak
9411,19-05-2023,Woninginbraak
9411,29-04-2023,Woninginbraak
9411,24-04-2023,Woninginbraak
9416,23-06-2023,Woninginbraak
9418,11-05-2023,Poging tot woninginbraak
9431,09-06-2023,Woninginbraak
9451,02-06-2023,Woninginbraak
9451,28-05-2023,Woninginbraak
9471,19-07-2023,Poging tot woninginbraak
9501,03-07-2023,Woninginbraak
9501,10-06-2023,Woninginbraak
9502,25-06-2023,Woninginbraak
9502,16-06-2023,Woninginbraak
9502,01-06-2023,Woninginbraak
9521,10-05-2023,Poging tot woninginbraak
9561,18-07-2023,Woninginbraak
9561,11-07-2023,Woninginbraak
9561,05-07-2023,Woninginbraak
9561,27-06-2023,Woninginbraak
9561,22-06-2023,Woninginbraak
9561,11-06-2023,Woninginbraak
9561,06-06-2023,Poging tot woninginbraak
9561,24-05-2023,Woninginbraak
9561,10-05-2023,Poging tot woninginbraak
9561,09-05-2023,Poging tot woninginbraak
9561,09-05-2023,Woninginbraak
9561,09-05-2023,Woninginbraak
9561,28-04-2023,Woninginbraak
9561,25-04-2023,Woninginbraak
9561,22-04-2023,Woninginbraak
9602,22-06-2023,Woninginbraak
9605,03-07-2023,Poging tot woninginbraak
9606,15-07-2023,Poging tot woninginbraak
9606,08-07-2023,Woninginbraak
9611,09-05-2023,Woninginbraak
9611,26-04-2023,Poging tot woninginbraak
9621,27-06-2023,Woninginbraak
9621,31-05-2023,Woninginbraak
9635,04-07-2023,Woninginbraak
9635,30-04-2023,Woninginbraak
9635,30-04-2023,Woninginbraak
9636,26-05-2023,Woninginbraak
9641,28-04-2023,Woninginbraak
9644,13-07-2023,Poging tot woninginbraak
9645,28-06-2023,Woninginbraak
9646,08-05-2023,Woninginbraak
9648,15-05-2023,Poging tot woninginbraak
9649,18-06-2023,Woninginbraak
9663,05-06-2023,Woninginbraak
9671,22-06-2023,Woninginbraak
9671,08-06-2023,Woninginbraak
9671,26-05-2023,Poging tot woninginbraak
9675,20-06-2023,Woninginbraak
9675,09-06-2023,Poging tot woninginbraak
9681,29-05-2023,Poging tot woninginbraak
9681,28-05-2023,Poging tot woninginbraak
9681,28-05-2023,Woninginbraak
9682,02-05-2023,Woninginbraak
9697,16-05-2023,Woninginbraak
9711,03-07-2023,Woninginbraak
9711,27-06-2023,Woninginbraak
9711,27-06-2023,Woninginbraak
9711,24-06-2023,Woninginbraak
9711,22-06-2023,Woninginbraak
9711,22-06-2023,Woninginbraak
9711,14-06-2023,Woninginbraak
9711,13-06-2023,Woninginbraak
9711,09-06-2023,Woninginbraak
9711,25-05-2023,Poging tot woninginbraak
9711,11-05-2023,Woninginbraak
9711,04-05-2023,Woninginbraak
9711,02-05-2023,Woninginbraak
9711,22-04-2023,Woninginbraak
9712,13-07-2023,Woninginbraak
9712,10-07-2023,Woninginbraak
9712,09-07-2023,Woninginbraak
9712,09-07-2023,Woninginbraak
9712,09-07-2023,Woninginbraak
9712,27-06-2023,Woninginbraak
9712,25-06-2023,Woninginbraak
9712,08-06-2023,Woninginbraak
9712,05-06-2023,Woninginbraak
9712,24-04-2023,Woninginbraak
9713,14-07-2023,Woninginbraak
9713,14-07-2023,Woninginbraak
9713,14-07-2023,Woninginbraak
9713,13-07-2023,Woninginbraak
9713,16-06-2023,Poging tot woninginbraak
9713,06-06-2023,Woninginbraak
9713,24-05-2023,Woninginbraak
9713,22-05-2023,Woninginbraak
9713,21-05-2023,Woninginbraak
9713,21-05-2023,Woninginbraak
9713,06-05-2023,Woninginbraak
9713,06-05-2023,Woninginbraak
9713,02-05-2023,Woninginbraak
9714,19-07-2023,Woninginbraak
9714,22-06-2023,Woninginbraak
9714,10-06-2023,Woninginbraak
9714,31-05-2023,Woninginbraak
9714,11-05-2023,Woninginbraak
9714,06-05-2023,Woninginbraak
9714,30-04-2023,Woninginbraak
9715,19-07-2023,Woninginbraak
9715,10-07-2023,Poging tot woninginbraak
9715,04-07-2023,Woninginbraak
9715,04-07-2023,Woninginbraak
9715,03-07-2023,Woninginbraak
9715,03-07-2023,Woninginbraak
9715,20-06-2023,Woninginbraak
9715,03-06-2023,Woninginbraak
9715,15-05-2023,Woninginbraak
9715,13-05-2023,Woninginbraak
9715,09-05-2023,Woninginbraak
9715,09-05-2023,Woninginbraak
9716,08-07-2023,Woninginbraak
9716,03-05-2023,Poging tot woninginbraak
9717,02-06-2023,Woninginbraak
9717,01-06-2023,Woninginbraak
9718,16-07-2023,Woninginbraak
9718,16-07-2023,Woninginbraak
9718,12-07-2023,Woninginbraak
9718,11-07-2023,Woninginbraak
9718,27-06-2023,Woninginbraak
9718,01-06-2023,Woninginbraak
9718,25-05-2023,Woninginbraak
9718,23-05-2023,Woninginbraak
9718,22-05-2023,Woninginbraak
9718,17-05-2023,Woninginbraak
9718,14-05-2023,Woninginbraak
9718,10-05-2023,Woninginbraak
9718,28-04-2023,Woninginbraak
9718,28-04-2023,Woninginbraak
9718,28-04-2023,Woninginbraak
9721,13-07-2023,Poging tot woninginbraak
9721,20-06-2023,Woninginbraak
9721,23-05-2023,Woninginbraak
9721,23-05-2023,Woninginbraak
9721,01-05-2023,Woninginbraak
9722,29-06-2023,Woninginbraak
9724,11-05-2023,Woninginbraak
9725,10-06-2023,Woninginbraak
9726,13-07-2023,Woninginbraak
9726,12-07-2023,Woninginbraak
9726,04-07-2023,Woninginbraak
9726,27-06-2023,Poging tot woninginbraak
9726,26-05-2023,Woninginbraak
9726,30-04-2023,Woninginbraak
9727,12-07-2023,Woninginbraak
9727,27-06-2023,Woninginbraak
9727,11-05-2023,Woninginbraak
9728,16-06-2023,Woninginbraak
9728,09-06-2023,Woninginbraak
9728,15-05-2023,Woninginbraak
9728,10-05-2023,Poging tot woninginbraak
9731,15-05-2023,Woninginbraak
9731,27-04-2023,Woninginbraak
9732,12-06-2023,Woninginbraak
9734,05-06-2023,Woninginbraak
9734,31-05-2023,Woninginbraak
9736,06-07-2023,Woninginbraak
9737,17-05-2023,Poging tot woninginbraak
9737,02-05-2023,Woninginbraak
9737,28-04-2023,Woninginbraak
9738,26-04-2023,Woninginbraak
9742,08-07-2023,Poging tot woninginbraak
9742,23-06-2023,Woninginbraak
9742,18-06-2023,Poging tot woninginbraak
9742,24-05-2023,Woninginbraak
9742,30-04-2023,Poging tot woninginbraak
9742,30-04-2023,Woninginbraak
9742,23-04-2023,Woninginbraak
9743,13-07-2023,Poging tot woninginbraak
9743,10-07-2023,Poging tot woninginbraak
9743,02-06-2023,Woninginbraak
9743,26-05-2023,Woninginbraak
9743,10-05-2023,Woninginbraak
9743,30-04-2023,Woninginbraak
9743,27-04-2023,Woninginbraak
9745,22-04-2023,Poging tot woninginbraak
9751,29-06-2023,Poging tot woninginbraak
9751,27-06-2023,Woninginbraak
9751,25-04-2023,Woninginbraak
9752,12-06-2023,Woninginbraak
9752,02-05-2023,Poging tot woninginbraak
9753,07-07-2023,Woninginbraak
9755,27-04-2023,Woninginbraak
9761,13-05-2023,Woninginbraak
9765,18-07-2023,Poging tot woninginbraak
9771,26-06-2023,Poging tot woninginbraak
9774,01-05-2023,Poging tot woninginbraak
9774,20-04-2023,Poging tot woninginbraak
9801,17-07-2023,Woninginbraak
9801,13-07-2023,Woninginbraak
9801,07-07-2023,Woninginbraak
9801,26-06-2023,Poging tot woninginbraak
9801,23-06-2023,Poging tot woninginbraak
9801,12-06-2023,Woninginbraak
9801,11-06-2023,Poging tot woninginbraak
9801,04-06-2023,Poging tot woninginbraak
9801,04-06-2023,Woninginbraak
9801,01-06-2023,Woninginbraak
9801,30-05-2023,Poging tot woninginbraak
9801,30-05-2023,Woninginbraak
9801,29-05-2023,Poging tot woninginbraak
9801,29-05-2023,Woninginbraak
9801,29-05-2023,Woninginbraak
9843,23-06-2023,Woninginbraak
9863,12-05-2023,Woninginbraak
9871,21-04-2023,Woninginbraak
9901,14-07-2023,Woninginbraak
9901,10-07-2023,Woninginbraak
9909,14-07-2023,Woninginbraak
9911,07-05-2023,Woninginbraak
9913,26-04-2023,Woninginbraak
9919,25-04-2023,Woninginbraak
9921,23-04-2023,Poging tot woninginbraak
9931,23-06-2023,Woninginbraak
9931,05-05-2023,Woninginbraak
9934,06-05-2023,Woninginbraak
9934,04-05-2023,Woninginbraak
9936,01-06-2023,Woninginbraak
9936,28-04-2023,Woninginbraak
9943,24-06-2023,Woninginbraak
9944,10-07-2023,Woninginbraak
9944,02-07-2023,Woninginbraak
9944,19-06-2023,Poging tot woninginbraak
9944,19-06-2023,Woninginbraak
9947,22-04-2023,Poging tot woninginbraak
9951,20-06-2023,Woninginbraak
9951,06-06-2023,Woninginbraak
9976,20-04-2023,Woninginbraak
9981,05-06-2023,Woninginbraak
9991,25-04-2023,Woninginbraak
1013,20-07-2023,Poging tot woninginbraak
1017,22-07-2023,Woninginbraak
1033,21-07-2023,Poging tot woninginbraak
1051,22-07-2023,Woninginbraak
1051,20-07-2023,Woninginbraak
1056,21-07-2023,Woninginbraak
1058,22-07-2023,Poging tot woninginbraak
1066,20-07-2023,Poging tot woninginbraak
1071,21-07-2023,Woninginbraak
1083,20-07-2023,Woninginbraak
1094,22-07-2023,Woninginbraak
1103,22-07-2023,Woninginbraak
1112,20-07-2023,Woninginbraak
1183,20-07-2023,Woninginbraak
1185,22-07-2023,Woninginbraak
1185,22-07-2023,Woninginbraak
1186,22-07-2023,Woninginbraak
1187,20-07-2023,Woninginbraak
1312,20-07-2023,Woninginbraak
1353,21-07-2023,Woninginbraak
1504,21-07-2023,Woninginbraak
1521,21-07-2023,Woninginbraak
1689,21-07-2023,Poging tot woninginbraak
1722,21-07-2023,Woninginbraak
1742,21-07-2023,Poging tot woninginbraak
1753,21-07-2023,Poging tot woninginbraak
2012,20-07-2023,Woninginbraak
2021,21-07-2023,Woninginbraak
2252,21-07-2023,Woninginbraak
2262,21-07-2023,Woninginbraak
2311,22-07-2023,Woninginbraak
2321,21-07-2023,Woninginbraak
2407,22-07-2023,Woninginbraak
2408,21-07-2023,Woninginbraak
2548,20-07-2023,Poging tot woninginbraak
2563,21-07-2023,Woninginbraak
2691,21-07-2023,Woninginbraak
2903,21-07-2023,Poging tot woninginbraak
2911,21-07-2023,Poging tot woninginbraak
2964,22-07-2023,Poging tot woninginbraak
2985,22-07-2023,Woninginbraak
3034,21-07-2023,Poging tot woninginbraak
3035,22-07-2023,Poging tot woninginbraak
3043,22-07-2023,Poging tot woninginbraak
3045,20-07-2023,Poging tot woninginbraak
3053,21-07-2023,Woninginbraak
3059,22-07-2023,Woninginbraak
3061,22-07-2023,Woninginbraak
3066,21-07-2023,Woninginbraak
3067,21-07-2023,Woninginbraak
3069,22-07-2023,Poging tot woninginbraak
3069,22-07-2023,Woninginbraak
3075,20-07-2023,Poging tot woninginbraak
3078,20-07-2023,Woninginbraak
3087,20-07-2023,Woninginbraak
3111,22-07-2023,Woninginbraak
3137,22-07-2023,Woninginbraak
3204,20-07-2023,Woninginbraak
3235,22-07-2023,Woninginbraak
3261,22-07-2023,Poging tot woninginbraak
3261,20-07-2023,Woninginbraak
3312,20-07-2023,Woninginbraak
3328,21-07-2023,Woninginbraak
3437,21-07-2023,Woninginbraak
3481,21-07-2023,Poging tot woninginbraak
3564,22-07-2023,Woninginbraak
3581,21-07-2023,Poging tot woninginbraak
3583,22-07-2023,Woninginbraak
3646,20-07-2023,Woninginbraak
3741,20-07-2023,Poging tot woninginbraak
3766,21-07-2023,Woninginbraak
3766,20-07-2023,Woninginbraak
3769,20-07-2023,Woninginbraak
3813,22-07-2023,Woninginbraak
3814,20-07-2023,Woninginbraak
3816,20-07-2023,Poging tot woninginbraak
3863,21-07-2023,Poging tot woninginbraak
3882,20-07-2023,Woninginbraak
3941,20-07-2023,Poging tot woninginbraak
3971,22-07-2023,Woninginbraak
3972,20-07-2023,Woninginbraak
3991,21-07-2023,Woninginbraak
3992,20-07-2023,Woninginbraak
3993,22-07-2023,Poging tot woninginbraak
4033,21-07-2023,Woninginbraak
4141,21-07-2023,Poging tot woninginbraak
4147,20-07-2023,Woninginbraak
4152,22-07-2023,Woninginbraak
4207,20-07-2023,Poging tot woninginbraak
4251,21-07-2023,Woninginbraak
4337,22-07-2023,Woninginbraak
4611,20-07-2023,Woninginbraak
4707,20-07-2023,Woninginbraak
4724,20-07-2023,Woninginbraak
4758,20-07-2023,Poging tot woninginbraak
